Part Type,Team,TS,ACC,DEC,HSC,MSC,LSC,Reliability,Condition,Age,Performance Improvability
Suspension,6,,,,,1260,,85,85,2,10
Suspension,6,,,,,1260,,85,85,2,10
Suspension,7,,,,,1430,,85,85,2,10
Suspension,7,,,,,1430,,85,85,2,10
Suspension,8,,,,,1030,,85,85,2,10
Suspension,8,,,,,1030,,85,85,2,10
Suspension,9,,,,,1210,,85,85,2,10
Suspension,9,,,,,1200,,85,85,2,10
Suspension,10,,,,,1090,,85,85,2,10
Suspension,10,,,,,1090,,85,85,2,10
Suspension,11,,,,,1110,,85,85,2,10
Suspension,11,,,,,1100,,85,85,2,10
Suspension,12,,,,,620,,85,85,2,10
Suspension,12,,,,,620,,85,85,2,10
Suspension,13,,,,,670,,85,85,2,10
Suspension,13,,,,,670,,85,85,2,10
Suspension,14,,,,,690,,85,85,2,10
Suspension,14,,,,,690,,85,85,2,10
Suspension,15,,,,,350,,85,85,2,10
Suspension,15,,,,,350,,85,85,2,10
Suspension,16,,,,,580,,85,85,2,10
Suspension,16,,,,,580,,85,85,2,10
Suspension,17,,,,,620,,85,85,2,10
Suspension,17,,,,,600,,85,85,2,10
Suspension,18,,,,,600,,85,85,2,10
Suspension,18,,,,,600,,85,85,2,10
Suspension,19,,,,,640,,85,85,2,10
Suspension,19,,,,,630,,85,85,2,10
Suspension,20,,,,,300,,85,85,2,10
Suspension,20,,,,,300,,85,85,2,10
Suspension,21,,,,,640,,85,85,2,10
Suspension,21,,,,,640,,85,85,2,10
Suspension,22,,,,,510,,85,85,2,10
Suspension,22,,,,,510,,85,85,2,10
Suspension,23,,,,,210,,85,85,2,10
Suspension,23,,,,,200,,85,85,2,10
Suspension,24,,,,,370,,85,85,2,10
Suspension,24,,,,,370,,85,85,2,10
Suspension,25,,,,,350,,85,85,2,10
Suspension,25,,,,,350,,85,85,2,10
Suspension,26,,,,,50,,85,85,2,10
Suspension,26,,,,,50,,85,85,2,10
Suspension,27,,,,,90,,85,85,2,10
Suspension,27,,,,,90,,85,85,2,10
Suspension,28,,,,,310,,85,85,2,10
Suspension,28,,,,,310,,85,85,2,10
Suspension,29,,,,,270,,85,85,2,10
Suspension,29,,,,,270,,85,85,2,10
Suspension,30,,,,,230,,85,85,2,10
Suspension,30,,,,,230,,85,85,2,10
Suspension,31,,,,,350,,85,85,2,10
Suspension,31,,,,,350,,85,85,2,10
Suspension GT,32,,,,,1000,,85,85,2,10
Suspension GT,32,,,,,1000,,85,85,2,10
Suspension GT,33,,,,,880,,85,85,2,10
Suspension GT,33,,,,,880,,85,85,2,10
Suspension GT,34,,,,,1000,,85,85,2,10
Suspension GT,34,,,,,1000,,85,85,2,10
Suspension GT,35,,,,,880,,85,85,2,10
Suspension GT,35,,,,,880,,85,85,2,10
Suspension GT,36,,,,,980,,85,85,2,10
Suspension GT,36,,,,,980,,85,85,2,10
Suspension GT,37,,,,,830,,85,85,2,10
Suspension GT,37,,,,,830,,85,85,2,10
Suspension GT,38,,,,,900,,85,85,2,10
Suspension GT,38,,,,,900,,85,85,2,10
Suspension GT,39,,,,,980,,85,85,2,10
Suspension GT,39,,,,,960,,85,85,2,10
Suspension GT,40,,,,,980,,85,85,2,10
Suspension GT,40,,,,,980,,85,85,2,10
Suspension GT,41,,,,,850,,85,85,2,10
Suspension GT,41,,,,,850,,85,85,2,10
Suspension GT,42,,,,,890,,85,85,2,10
Suspension GT,42,,,,,890,,85,85,2,10
Suspension GT,43,,,,,830,,85,85,2,10
Suspension GT,43,,,,,830,,85,85,2,10
Suspension GT,44,,,,,300,,85,85,2,10
Suspension GT,44,,,,,300,,85,85,2,10
Suspension GT,45,,,,,300,,85,85,2,10
Suspension GT,45,,,,,300,,85,85,2,10
Suspension GT,46,,,,,320,,85,85,2,10
Suspension GT,46,,,,,320,,85,85,2,10
Suspension GT,47,,,,,200,,85,85,2,10
Suspension GT,47,,,,,200,,85,85,2,10
Suspension GT,48,,,,,320,,85,85,2,10
Suspension GT,48,,,,,320,,85,85,2,10
Suspension GT,49,,,,,150,,85,85,2,10
Suspension GT,49,,,,,150,,85,85,2,10
Suspension GT,50,,,,,220,,85,85,2,10
Suspension GT,50,,,,,220,,85,85,2,10
Suspension GT,51,,,,,300,,85,85,2,10
Suspension GT,51,,,,,280,,85,85,2,10
SuspensionGET,52,,,,,1180,,85,85,2,10
SuspensionGET,52,,,,,1150,,85,85,2,10
SuspensionGET,53,,,,,790,,85,85,2,10
SuspensionGET,53,,,,,780,,85,85,2,10
SuspensionGET,54,,,,,730,,85,85,2,10
SuspensionGET,54,,,,,730,,85,85,2,10
SuspensionGET,55,,,,,990,,85,85,2,10
SuspensionGET,55,,,,,980,,85,85,2,10
SuspensionGET,56,,,,,850,,85,85,2,10
SuspensionGET,56,,,,,850,,85,85,2,10
SuspensionGET,57,,,,,690,,85,85,2,10
SuspensionGET,57,,,,,650,,85,85,2,10
SuspensionGET,58,,,,,130,,85,85,2,10
SuspensionGET,58,,,,,130,,85,85,2,10
SuspensionGET,59,,,,,90,,85,85,2,10
SuspensionGET,59,,,,,50,,85,85,2,10
SuspensionGET,60,,,,,580,,85,85,2,10
SuspensionGET,60,,,,,550,,85,85,2,10
SuspensionGET,61,,,,,250,,85,85,2,10
SuspensionGET,61,,,,,250,,85,85,2,10
SuspensionGET,62,,,,,450,,85,85,2,10
SuspensionGET,62,,,,,450,,85,85,2,10
SuspensionGET,63,,,,,190,,85,85,2,10
SuspensionGET,63,,,,,180,,85,85,2,10
