ID,Championship,Friendly Name,DLC ID,Reward ID,Chassis Base Texture,Chassis Base Projection,Chassis Base XTile,Chassis Base XOffset,Chassis Base YTile,Chassis Base YOffset,Chassis Base Ignore For Sponsor,Chassis Detail Texture,Chassis Detail Projection,Chassis Detail XTile,Chassis Detail XOffset,Chassis Detail YTile,Chassis Detail YOffset,Chassis Detail Ignore For Sponsor,F Wing Base Texture,F Wing Base Projection,F Wing Base XTile,F Wing Base XOffset,F Wing Base YTile,F Wing Base YOffset,F Wing Base Ignore For Sponsor,F Wing Detail Texture,F Wing Detail Projection,F Wing Detail XTile,F Wing Detail XOffset,F Wing Detail YTile,F Wing Detail YOffset,F Wing Detail Ignore For Sponsor,R Wing Base Texture,R Wing Base Projection,R Wing Base XTile,R Wing Base XOffset,R Wing Base YTile,R Wing Base YOffset,R Wing Base Ignore For Sponsor,R Wing Detail Texture,R Wing Detail Projection,R Wing Detail XTile,R Wing Detail XOffset,R Wing Detail YTile,R Wing Detail YOffset,R Wing Detail Ignore For Sponsor
75,2,68,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
76,2,69,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
77,2,70,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
78,2,71,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
79,2,72,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
80,2,73,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
81,2,74,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
82,2,75,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
83,2,76,0,,GP3/Livery24/LiveryBase,Side,1,1,1,1,,GP3/Livery24/LiveryDetail,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP3/Shared/RearWing/RearWing1,Side,1,1,1,1,
84,3,77,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
85,3,78,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
86,3,79,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
87,3,80,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
88,3,81,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
89,3,82,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
90,3,83,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
91,3,84,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
92,3,85,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
93,3,86,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
94,3,87,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
95,3,88,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
96,3,89,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
97,3,90,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
98,3,91,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
99,3,92,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
100,3,93,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
101,3,94,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
102,3,95,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
103,3,96,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
104,3,97,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
105,3,98,0,,GT1/GTLivery1/LiveryBase,Side,1,1,1,1,,GT1/GTLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
106,4,99,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
107,4,100,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
108,4,101,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
109,4,102,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
110,4,103,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
111,4,104,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
112,4,105,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
113,4,106,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
114,4,107,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
115,4,108,0,,GT1/GTLivery2/LiveryBase,Side,1,1,1,1,,GT1/GTLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
116,5;6,109,0,,Endurance/EnduranceLivery1/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery1/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
117,5;6,110,0,,Endurance/EnduranceLivery2/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery2/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
118,5;6,111,0,,Endurance/EnduranceLivery3/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery3/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
119,5;6,112,0,,Endurance/EnduranceLivery4/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery4/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
120,5;6,113,0,,Endurance/EnduranceLivery5/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery5/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
121,5;6,114,0,,Endurance/EnduranceLivery6/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery6/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
122,5;6,115,0,,Endurance/EnduranceLivery7/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery7/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
123,5;6,116,0,,Endurance/EnduranceLivery8/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery8/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
124,5;6,117,0,,Endurance/EnduranceLivery9/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery9/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
125,5;6,118,0,,Endurance/EnduranceLivery10/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery10/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
126,5;6,119,0,,Endurance/EnduranceLivery11/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery11/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
127,5;6,120,0,,Endurance/EnduranceLivery12/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery12/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
128,5;6,121,0,,Endurance/EnduranceLivery13/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery13/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
129,5;6,122,0,,Endurance/EnduranceLivery13/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery13/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
130,5;6,123,0,,Endurance/EnduranceLivery13/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery13/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
131,5;6,124,0,,Endurance/EnduranceLivery13/LiveryBase,Side,1,1,1,1,,Endurance/EnduranceLivery13/LiveryDetail,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/FrontWing/FrontWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Top,1,1,1,1,,GP1/Shared/RearWing/RearWing1,Side,1,1,1,1,
